table_id,Statistic,Year,Sex,Age.Group,value
HIS15,Persons who have not drank in a month or longer,2022,Female,25 - 29 years,20.2
HIS15,Persons who have not drank in a month or longer,2022,Female,30 - 34 years,22.8
HIS15,Persons who have not drank in a month or longer,2022,Female,35 - 39 years,25
HIS15,Persons who have not drank in a month or longer,2022,Female,40 - 44 years,19.9
HIS15,Persons who have not drank in a month or longer,2022,Female,45 - 49 years,20.6
HIS15,Persons who have not drank in a month or longer,2022,Female,50 - 54 years,20.3
HIS15,Persons who have not drank in a month or longer,2022,Female,55 - 59 years,24.9
HIS15,Persons who have not drank in a month or longer,2022,Female,60 - 64 years,20.9
HIS15,Persons who have not drank in a month or longer,2022,Female,65 - 69 years,16.6
HIS15,Persons who have not drank in a month or longer,2022,Female,70 - 74 years,28.6
HIS15,Persons who have not drank in a month or longer,2022,Female,75 years and over,20.3
HIS15,Persons who have not drank in a month or longer,2023,Male,15 - 19 years,14
HIS15,Persons who have not drank in a month or longer,2023,Male,20 - 24 years,11.8
HIS15,Persons who have not drank in a month or longer,2023,Male,25 - 29 years,14.8
HIS15,Persons who have not drank in a month or longer,2023,Male,30 - 34 years,19
HIS15,Persons who have not drank in a month or longer,2023,Male,35 - 39 years,17
HIS15,Persons who have not drank in a month or longer,2023,Male,40 - 44 years,20.1
HIS15,Persons who have not drank in a month or longer,2023,Male,45 - 49 years,19.4
HIS15,Persons who have not drank in a month or longer,2023,Male,50 - 54 years,16.4
HIS15,Persons who have not drank in a month or longer,2023,Male,55 - 59 years,18.2
HIS15,Persons who have not drank in a month or longer,2023,Male,60 - 64 years,20.1
HIS15,Persons who have not drank in a month or longer,2023,Male,65 - 69 years,23.4
HIS15,Persons who have not drank in a month or longer,2023,Male,70 - 74 years,18.2
HIS15,Persons who have not drank in a month or longer,2023,Male,75 years and over,19.9
HIS15,Persons who have not drank in a month or longer,2023,Female,15 - 19 years,16.3
HIS15,Persons who have not drank in a month or longer,2023,Female,20 - 24 years,22.2
HIS15,Persons who have not drank in a month or longer,2023,Female,25 - 29 years,23.3
HIS15,Persons who have not drank in a month or longer,2023,Female,30 - 34 years,24.5
HIS15,Persons who have not drank in a month or longer,2023,Female,35 - 39 years,28.4
HIS15,Persons who have not drank in a month or longer,2023,Female,40 - 44 years,25
HIS15,Persons who have not drank in a month or longer,2023,Female,45 - 49 years,19.1
HIS15,Persons who have not drank in a month or longer,2023,Female,50 - 54 years,24.2
HIS15,Persons who have not drank in a month or longer,2023,Female,55 - 59 years,13.9
HIS15,Persons who have not drank in a month or longer,2023,Female,60 - 64 years,20
HIS15,Persons who have not drank in a month or longer,2023,Female,65 - 69 years,25.1
HIS15,Persons who have not drank in a month or longer,2023,Female,70 - 74 years,17.9
HIS15,Persons who have not drank in a month or longer,2023,Female,75 years and over,22.7
HIS15,Persons who have not drank in a month or longer,2024,Male,15 - 19 years,3.8
HIS15,Persons who have not drank in a month or longer,2024,Male,20 - 24 years,18.1
HIS15,Persons who have not drank in a month or longer,2024,Male,25 - 29 years,13.3
HIS15,Persons who have not drank in a month or longer,2024,Male,30 - 34 years,15.6
HIS15,Persons who have not drank in a month or longer,2024,Male,35 - 39 years,22.8
HIS15,Persons who have not drank in a month or longer,2024,Male,40 - 44 years,19.7
HIS15,Persons who have not drank in a month or longer,2024,Male,45 - 49 years,18.7
HIS15,Persons who have not drank in a month or longer,2024,Male,50 - 54 years,11.3
HIS15,Persons who have not drank in a month or longer,2024,Male,55 - 59 years,21.3
HIS15,Persons who have not drank in a month or longer,2024,Male,60 - 64 years,14.6
HIS15,Persons who have not drank in a month or longer,2024,Male,65 - 69 years,20.1
HIS15,Persons who have not drank in a month or longer,2024,Male,70 - 74 years,20
HIS15,Persons who have not drank in a month or longer,2024,Male,75 years and over,21.5
HIS15,Persons who have not drank in a month or longer,2024,Female,15 - 19 years,16.3
HIS15,Persons who have not drank in a month or longer,2024,Female,20 - 24 years,17.6
HIS15,Persons who have not drank in a month or longer,2024,Female,25 - 29 years,24
HIS15,Persons who have not drank in a month or longer,2024,Female,30 - 34 years,29
HIS15,Persons who have not drank in a month or longer,2024,Female,35 - 39 years,25
HIS15,Persons who have not drank in a month or longer,2024,Female,40 - 44 years,17.4
HIS15,Persons who have not drank in a month or longer,2024,Female,45 - 49 years,21.6
HIS15,Persons who have not drank in a month or longer,2024,Female,50 - 54 years,23.7
HIS15,Persons who have not drank in a month or longer,2024,Female,55 - 59 years,14.6
HIS15,Persons who have not drank in a month or longer,2024,Female,60 - 64 years,22.4
HIS15,Persons who have not drank in a month or longer,2024,Female,65 - 69 years,17.5
HIS15,Persons who have not drank in a month or longer,2024,Female,70 - 74 years,17.8
HIS15,Persons who have not drank in a month or longer,2024,Female,75 years and over,29.4
HIS15,Persons who have never drank or have only had a few sips,2015,Male,15 - 19 years,43.2
HIS15,Persons who have never drank or have only had a few sips,2015,Male,20 - 24 years,9
HIS15,Persons who have never drank or have only had a few sips,2015,Male,25 - 29 years,8.2
HIS15,Persons who have never drank or have only had a few sips,2015,Male,30 - 34 years,7
HIS15,Persons who have never drank or have only had a few sips,2015,Male,35 - 39 years,13.8
HIS15,Persons who have never drank or have only had a few sips,2015,Male,40 - 44 years,7.7
HIS15,Persons who have never drank or have only had a few sips,2015,Male,45 - 49 years,9.3
HIS15,Persons who have never drank or have only had a few sips,2015,Male,50 - 54 years,15
HIS15,Persons who have never drank or have only had a few sips,2015,Male,55 - 59 years,11.3
HIS15,Persons who have never drank or have only had a few sips,2015,Male,60 - 64 years,14.3
HIS15,Persons who have never drank or have only had a few sips,2015,Male,65 - 69 years,18.1
HIS15,Persons who have never drank or have only had a few sips,2015,Male,70 - 74 years,18.6
HIS15,Persons who have never drank or have only had a few sips,2015,Male,75 years and over,26
HIS15,Persons who have never drank or have only had a few sips,2015,Female,15 - 19 years,50.8
HIS15,Persons who have never drank or have only had a few sips,2015,Female,20 - 24 years,8.5
HIS15,Persons who have never drank or have only had a few sips,2015,Female,25 - 29 years,16.2
HIS15,Persons who have never drank or have only had a few sips,2015,Female,30 - 34 years,13.4
HIS15,Persons who have never drank or have only had a few sips,2015,Female,35 - 39 years,13.9
HIS15,Persons who have never drank or have only had a few sips,2015,Female,40 - 44 years,13.9
HIS15,Persons who have never drank or have only had a few sips,2015,Female,45 - 49 years,14
HIS15,Persons who have never drank or have only had a few sips,2015,Female,50 - 54 years,15.7
HIS15,Persons who have never drank or have only had a few sips,2015,Female,55 - 59 years,18.4
HIS15,Persons who have never drank or have only had a few sips,2015,Female,60 - 64 years,19.7
HIS15,Persons who have never drank or have only had a few sips,2015,Female,65 - 69 years,23.9
HIS15,Persons who have never drank or have only had a few sips,2015,Female,70 - 74 years,37.6
HIS15,Persons who have never drank or have only had a few sips,2015,Female,75 years and over,48.3
HIS15,Persons who have never drank or have only had a few sips,2016,Male,15 - 19 years,43.1
HIS15,Persons who have never drank or have only had a few sips,2016,Male,20 - 24 years,7.7
HIS15,Persons who have never drank or have only had a few sips,2016,Male,25 - 29 years,14.5
HIS15,Persons who have never drank or have only had a few sips,2016,Male,30 - 34 years,8
HIS15,Persons who have never drank or have only had a few sips,2016,Male,35 - 39 years,15
HIS15,Persons who have never drank or have only had a few sips,2016,Male,40 - 44 years,11.2
HIS15,Persons who have never drank or have only had a few sips,2016,Male,45 - 49 years,12.1
HIS15,Persons who have never drank or have only had a few sips,2016,Male,50 - 54 years,13.3
HIS15,Persons who have never drank or have only had a few sips,2016,Male,55 - 59 years,12.6
HIS15,Persons who have never drank or have only had a few sips,2016,Male,60 - 64 years,11.4
HIS15,Persons who have never drank or have only had a few sips,2016,Male,65 - 69 years,20
HIS15,Persons who have never drank or have only had a few sips,2016,Male,70 - 74 years,19.9
HIS15,Persons who have never drank or have only had a few sips,2016,Male,75 years and over,32.4
HIS15,Persons who have never drank or have only had a few sips,2016,Female,15 - 19 years,52.6
HIS15,Persons who have never drank or have only had a few sips,2016,Female,20 - 24 years,16
HIS15,Persons who have never drank or have only had a few sips,2016,Female,25 - 29 years,18.4
HIS15,Persons who have never drank or have only had a few sips,2016,Female,30 - 34 years,13.6
HIS15,Persons who have never drank or have only had a few sips,2016,Female,35 - 39 years,17.4
HIS15,Persons who have never drank or have only had a few sips,2016,Female,40 - 44 years,15.6
HIS15,Persons who have never drank or have only had a few sips,2016,Female,45 - 49 years,18.9
HIS15,Persons who have never drank or have only had a few sips,2016,Female,50 - 54 years,16.4
HIS15,Persons who have never drank or have only had a few sips,2016,Female,55 - 59 years,18
HIS15,Persons who have never drank or have only had a few sips,2016,Female,60 - 64 years,27.1
HIS15,Persons who have never drank or have only had a few sips,2016,Female,65 - 69 years,29.7
HIS15,Persons who have never drank or have only had a few sips,2016,Female,70 - 74 years,41.4
HIS15,Persons who have never drank or have only had a few sips,2016,Female,75 years and over,48.4
HIS15,Persons who have never drank or have only had a few sips,2017,Male,15 - 19 years,44.6
HIS15,Persons who have never drank or have only had a few sips,2017,Male,20 - 24 years,13.8
HIS15,Persons who have never drank or have only had a few sips,2017,Male,25 - 29 years,8.1
HIS15,Persons who have never drank or have only had a few sips,2017,Male,30 - 34 years,9.2
HIS15,Persons who have never drank or have only had a few sips,2017,Male,35 - 39 years,7.6
HIS15,Persons who have never drank or have only had a few sips,2017,Male,40 - 44 years,12.1
HIS15,Persons who have never drank or have only had a few sips,2017,Male,45 - 49 years,14.2
HIS15,Persons who have never drank or have only had a few sips,2017,Male,50 - 54 years,8.7
HIS15,Persons who have never drank or have only had a few sips,2017,Male,55 - 59 years,14.4
HIS15,Persons who have never drank or have only had a few sips,2017,Male,60 - 64 years,12.1
HIS15,Persons who have never drank or have only had a few sips,2017,Male,65 - 69 years,15.5
HIS15,Persons who have never drank or have only had a few sips,2017,Male,70 - 74 years,22
HIS15,Persons who have never drank or have only had a few sips,2017,Male,75 years and over,27.7
HIS15,Persons who have never drank or have only had a few sips,2017,Female,15 - 19 years,45.6
HIS15,Persons who have never drank or have only had a few sips,2017,Female,20 - 24 years,9.1
HIS15,Persons who have never drank or have only had a few sips,2017,Female,25 - 29 years,14.8
HIS15,Persons who have never drank or have only had a few sips,2017,Female,30 - 34 years,12.3
HIS15,Persons who have never drank or have only had a few sips,2017,Female,35 - 39 years,10.4
HIS15,Persons who have never drank or have only had a few sips,2017,Female,40 - 44 years,13.6
HIS15,Persons who have never drank or have only had a few sips,2017,Female,45 - 49 years,13.2
HIS15,Persons who have never drank or have only had a few sips,2017,Female,50 - 54 years,12.6
HIS15,Persons who have never drank or have only had a few sips,2017,Female,55 - 59 years,22.2
HIS15,Persons who have never drank or have only had a few sips,2017,Female,60 - 64 years,23.8
HIS15,Persons who have never drank or have only had a few sips,2017,Female,65 - 69 years,29.6
HIS15,Persons who have never drank or have only had a few sips,2017,Female,70 - 74 years,40.4
HIS15,Persons who have never drank or have only had a few sips,2017,Female,75 years and over,46.1
HIS15,Persons who have never drank or have only had a few sips,2018,Male,15 - 19 years,49.4
HIS15,Persons who have never drank or have only had a few sips,2018,Male,20 - 24 years,6.7
HIS15,Persons who have never drank or have only had a few sips,2018,Male,25 - 29 years,11.1
HIS15,Persons who have never drank or have only had a few sips,2018,Male,30 - 34 years,8.1
HIS15,Persons who have never drank or have only had a few sips,2018,Male,35 - 39 years,13.4
HIS15,Persons who have never drank or have only had a few sips,2018,Male,40 - 44 years,13.7
HIS15,Persons who have never drank or have only had a few sips,2018,Male,45 - 49 years,12.4
HIS15,Persons who have never drank or have only had a few sips,2018,Male,50 - 54 years,16.8
HIS15,Persons who have never drank or have only had a few sips,2018,Male,55 - 59 years,15.3
HIS15,Persons who have never drank or have only had a few sips,2018,Male,60 - 64 years,11.3
HIS15,Persons who have never drank or have only had a few sips,2018,Male,65 - 69 years,15.3
HIS15,Persons who have never drank or have only had a few sips,2018,Male,70 - 74 years,23.6
HIS15,Persons who have never drank or have only had a few sips,2018,Male,75 years and over,25.3
HIS15,Persons who have never drank or have only had a few sips,2018,Female,15 - 19 years,58.6
HIS15,Persons who have never drank or have only had a few sips,2018,Female,20 - 24 years,12.5
HIS15,Persons who have never drank or have only had a few sips,2018,Female,25 - 29 years,16.1
HIS15,Persons who have never drank or have only had a few sips,2018,Female,30 - 34 years,12.9
HIS15,Persons who have never drank or have only had a few sips,2018,Female,35 - 39 years,17.1
HIS15,Persons who have never drank or have only had a few sips,2018,Female,40 - 44 years,11.5
HIS15,Persons who have never drank or have only had a few sips,2018,Female,45 - 49 years,16.5
HIS15,Persons who have never drank or have only had a few sips,2018,Female,50 - 54 years,16.4
HIS15,Persons who have never drank or have only had a few sips,2018,Female,55 - 59 years,21.8
HIS15,Persons who have never drank or have only had a few sips,2018,Female,60 - 64 years,22.6
HIS15,Persons who have never drank or have only had a few sips,2018,Female,65 - 69 years,24.3
HIS15,Persons who have never drank or have only had a few sips,2018,Female,70 - 74 years,35.4
HIS15,Persons who have never drank or have only had a few sips,2018,Female,75 years and over,44.3
HIS15,Persons who have never drank or have only had a few sips,2021,Male,15 - 19 years,30.6
HIS15,Persons who have never drank or have only had a few sips,2021,Male,20 - 24 years,14.4
HIS15,Persons who have never drank or have only had a few sips,2021,Male,25 - 29 years,19.4
HIS15,Persons who have never drank or have only had a few sips,2021,Male,30 - 34 years,13.8
HIS15,Persons who have never drank or have only had a few sips,2021,Male,35 - 39 years,12
HIS15,Persons who have never drank or have only had a few sips,2021,Male,40 - 44 years,17.3
HIS15,Persons who have never drank or have only had a few sips,2021,Male,45 - 49 years,17.8
HIS15,Persons who have never drank or have only had a few sips,2021,Male,50 - 54 years,17.6
HIS15,Persons who have never drank or have only had a few sips,2021,Male,55 - 59 years,17.5
HIS15,Persons who have never drank or have only had a few sips,2021,Male,60 - 64 years,16.5
HIS15,Persons who have never drank or have only had a few sips,2021,Male,65 - 69 years,16.7
HIS15,Persons who have never drank or have only had a few sips,2021,Male,70 - 74 years,19.3
HIS15,Persons who have never drank or have only had a few sips,2021,Male,75 years and over,28.1
HIS15,Persons who have never drank or have only had a few sips,2021,Female,15 - 19 years,41.6
HIS15,Persons who have never drank or have only had a few sips,2021,Female,20 - 24 years,15.9
HIS15,Persons who have never drank or have only had a few sips,2021,Female,25 - 29 years,16.6
HIS15,Persons who have never drank or have only had a few sips,2021,Female,30 - 34 years,22.7
HIS15,Persons who have never drank or have only had a few sips,2021,Female,35 - 39 years,21.1
HIS15,Persons who have never drank or have only had a few sips,2021,Female,40 - 44 years,21.2
HIS15,Persons who have never drank or have only had a few sips,2021,Female,45 - 49 years,20
HIS15,Persons who have never drank or have only had a few sips,2021,Female,50 - 54 years,17.5
HIS15,Persons who have never drank or have only had a few sips,2021,Female,55 - 59 years,24.3
HIS15,Persons who have never drank or have only had a few sips,2021,Female,60 - 64 years,27.6
HIS15,Persons who have never drank or have only had a few sips,2021,Female,65 - 69 years,32.2
HIS15,Persons who have never drank or have only had a few sips,2021,Female,70 - 74 years,33
HIS15,Persons who have never drank or have only had a few sips,2021,Female,75 years and over,41.7
HIS15,Persons who have never drank or have only had a few sips,2022,Male,15 - 19 years,43.1
HIS15,Persons who have never drank or have only had a few sips,2022,Male,20 - 24 years,17.7
HIS15,Persons who have never drank or have only had a few sips,2022,Male,25 - 29 years,18.5
HIS15,Persons who have never drank or have only had a few sips,2022,Male,30 - 34 years,16.4
HIS15,Persons who have never drank or have only had a few sips,2022,Male,35 - 39 years,24.4
HIS15,Persons who have never drank or have only had a few sips,2022,Male,40 - 44 years,15.7
HIS15,Persons who have never drank or have only had a few sips,2022,Male,45 - 49 years,18.8
HIS15,Persons who have never drank or have only had a few sips,2022,Male,50 - 54 years,17.2
HIS15,Persons who have never drank or have only had a few sips,2022,Male,55 - 59 years,20.3
HIS15,Persons who have never drank or have only had a few sips,2022,Male,60 - 64 years,16.5
HIS15,Persons who have never drank or have only had a few sips,2022,Male,65 - 69 years,28.4
HIS15,Persons who have never drank or have only had a few sips,2022,Male,70 - 74 years,15.8
HIS15,Persons who have never drank or have only had a few sips,2022,Male,75 years and over,23.1
HIS15,Persons who have never drank or have only had a few sips,2022,Female,15 - 19 years,33.8
HIS15,Persons who have never drank or have only had a few sips,2022,Female,20 - 24 years,15.8
HIS15,Persons who have never drank or have only had a few sips,2022,Female,25 - 29 years,26.4
HIS15,Persons who have never drank or have only had a few sips,2022,Female,30 - 34 years,23.1
HIS15,Persons who have never drank or have only had a few sips,2022,Female,35 - 39 years,20.9
HIS15,Persons who have never drank or have only had a few sips,2022,Female,40 - 44 years,18.4
HIS15,Persons who have never drank or have only had a few sips,2022,Female,45 - 49 years,20.2
HIS15,Persons who have never drank or have only had a few sips,2022,Female,50 - 54 years,19.1
HIS15,Persons who have never drank or have only had a few sips,2022,Female,55 - 59 years,23.3
HIS15,Persons who have never drank or have only had a few sips,2022,Female,60 - 64 years,22.7
HIS15,Persons who have never drank or have only had a few sips,2022,Female,65 - 69 years,28
HIS15,Persons who have never drank or have only had a few sips,2022,Female,70 - 74 years,29.4
HIS15,Persons who have never drank or have only had a few sips,2022,Female,75 years and over,55.3
HIS15,Persons who have never drank or have only had a few sips,2023,Male,15 - 19 years,26.8
HIS15,Persons who have never drank or have only had a few sips,2023,Male,20 - 24 years,17.1
HIS15,Persons who have never drank or have only had a few sips,2023,Male,25 - 29 years,20.5
HIS15,Persons who have never drank or have only had a few sips,2023,Male,30 - 34 years,17.4
HIS15,Persons who have never drank or have only had a few sips,2023,Male,35 - 39 years,15.9
HIS15,Persons who have never drank or have only had a few sips,2023,Male,40 - 44 years,15.4
HIS15,Persons who have never drank or have only had a few sips,2023,Male,45 - 49 years,17.2
HIS15,Persons who have never drank or have only had a few sips,2023,Male,50 - 54 years,14.4
HIS15,Persons who have never drank or have only had a few sips,2023,Male,55 - 59 years,18.6
HIS15,Persons who have never drank or have only had a few sips,2023,Male,60 - 64 years,14.2
HIS15,Persons who have never drank or have only had a few sips,2023,Male,65 - 69 years,14.1
HIS15,Persons who have never drank or have only had a few sips,2023,Male,70 - 74 years,17.4
HIS15,Persons who have never drank or have only had a few sips,2023,Male,75 years and over,27.5
HIS15,Persons who have never drank or have only had a few sips,2023,Female,15 - 19 years,26.5
HIS15,Persons who have never drank or have only had a few sips,2023,Female,20 - 24 years,15.1
HIS15,Persons who have never drank or have only had a few sips,2023,Female,25 - 29 years,19.9
HIS15,Persons who have never drank or have only had a few sips,2023,Female,30 - 34 years,20.5
HIS15,Persons who have never drank or have only had a few sips,2023,Female,35 - 39 years,19.2
HIS15,Persons who have never drank or have only had a few sips,2023,Female,40 - 44 years,14.6
HIS15,Persons who have never drank or have only had a few sips,2023,Female,45 - 49 years,17.6
HIS15,Persons who have never drank or have only had a few sips,2023,Female,50 - 54 years,19.2
HIS15,Persons who have never drank or have only had a few sips,2023,Female,55 - 59 years,23
HIS15,Persons who have never drank or have only had a few sips,2023,Female,60 - 64 years,24.9
HIS15,Persons who have never drank or have only had a few sips,2023,Female,65 - 69 years,28.4
HIS15,Persons who have never drank or have only had a few sips,2023,Female,70 - 74 years,39.8
HIS15,Persons who have never drank or have only had a few sips,2023,Female,75 years and over,38.1
HIS15,Persons who have never drank or have only had a few sips,2024,Male,15 - 19 years,37.4
HIS15,Persons who have never drank or have only had a few sips,2024,Male,20 - 24 years,15.6
HIS15,Persons who have never drank or have only had a few sips,2024,Male,25 - 29 years,13.5
HIS15,Persons who have never drank or have only had a few sips,2024,Male,30 - 34 years,15
HIS15,Persons who have never drank or have only had a few sips,2024,Male,35 - 39 years,13
HIS15,Persons who have never drank or have only had a few sips,2024,Male,40 - 44 years,16.3
HIS15,Persons who have never drank or have only had a few sips,2024,Male,45 - 49 years,11.1
HIS15,Persons who have never drank or have only had a few sips,2024,Male,50 - 54 years,15.7
HIS15,Persons who have never drank or have only had a few sips,2024,Male,55 - 59 years,16.3
HIS15,Persons who have never drank or have only had a few sips,2024,Male,60 - 64 years,20.1
HIS15,Persons who have never drank or have only had a few sips,2024,Male,65 - 69 years,16.3
HIS15,Persons who have never drank or have only had a few sips,2024,Male,70 - 74 years,18.3
HIS15,Persons who have never drank or have only had a few sips,2024,Male,75 years and over,28.9
HIS15,Persons who have never drank or have only had a few sips,2024,Female,15 - 19 years,35.4
HIS15,Persons who have never drank or have only had a few sips,2024,Female,20 - 24 years,13.9
HIS15,Persons who have never drank or have only had a few sips,2024,Female,25 - 29 years,21.6
HIS15,Persons who have never drank or have only had a few sips,2024,Female,30 - 34 years,17.3
HIS15,Persons who have never drank or have only had a few sips,2024,Female,35 - 39 years,21.8
HIS15,Persons who have never drank or have only had a few sips,2024,Female,40 - 44 years,23.6
HIS15,Persons who have never drank or have only had a few sips,2024,Female,45 - 49 years,19.8
HIS15,Persons who have never drank or have only had a few sips,2024,Female,50 - 54 years,18.7
HIS15,Persons who have never drank or have only had a few sips,2024,Female,55 - 59 years,19.3
HIS15,Persons who have never drank or have only had a few sips,2024,Female,60 - 64 years,19.7
HIS15,Persons who have never drank or have only had a few sips,2024,Female,65 - 69 years,26.6
HIS15,Persons who have never drank or have only had a few sips,2024,Female,70 - 74 years,36.4
HIS15,Persons who have never drank or have only had a few sips,2024,Female,75 years and over,37.2
HIS01,Good or very good health status,2015,Male,15 - 19 years,93.6
HIS01,Good or very good health status,2015,Male,20 - 24 years,89.5
HIS01,Good or very good health status,2015,Male,25 - 29 years,95.1
HIS01,Good or very good health status,2015,Male,30 - 34 years,91.3
HIS01,Good or very good health status,2015,Male,35 - 39 years,92.6
HIS01,Good or very good health status,2015,Male,40 - 44 years,89
HIS01,Good or very good health status,2015,Male,45 - 49 years,83.7
HIS01,Good or very good health status,2015,Male,50 - 54 years,86.8
HIS01,Good or very good health status,2015,Male,55 - 59 years,80.6
HIS01,Good or very good health status,2015,Male,60 - 64 years,78.2
HIS01,Good or very good health status,2015,Male,65 - 69 years,74.3
HIS01,Good or very good health status,2015,Male,70 - 74 years,68.9
HIS01,Good or very good health status,2015,Male,75 years and over,59.7
HIS01,Good or very good health status,2015,Female,15 - 19 years,91.4
HIS01,Good or very good health status,2015,Female,20 - 24 years,91.8
HIS01,Good or very good health status,2015,Female,25 - 29 years,92.6
HIS01,Good or very good health status,2015,Female,30 - 34 years,89.8
HIS01,Good or very good health status,2015,Female,35 - 39 years,92.8
HIS01,Good or very good health status,2015,Female,40 - 44 years,89.7
HIS01,Good or very good health status,2015,Female,45 - 49 years,92.1
HIS01,Good or very good health status,2015,Female,50 - 54 years,82.5
HIS01,Good or very good health status,2015,Female,55 - 59 years,82.1
HIS01,Good or very good health status,2015,Female,60 - 64 years,76.5
HIS01,Good or very good health status,2015,Female,65 - 69 years,74.7
HIS01,Good or very good health status,2015,Female,70 - 74 years,69.8
HIS01,Good or very good health status,2015,Female,75 years and over,59.4
HIS01,Good or very good health status,2016,Male,15 - 19 years,94.1
HIS01,Good or very good health status,2016,Male,20 - 24 years,90.5
HIS01,Good or very good health status,2016,Male,25 - 29 years,91.8
HIS01,Good or very good health status,2016,Male,30 - 34 years,86.2
HIS01,Good or very good health status,2016,Male,35 - 39 years,91.2
HIS01,Good or very good health status,2016,Male,40 - 44 years,88.2
HIS01,Good or very good health status,2016,Male,45 - 49 years,78.5
HIS01,Good or very good health status,2016,Male,50 - 54 years,83.8
HIS01,Good or very good health status,2016,Male,55 - 59 years,78.6
HIS01,Good or very good health status,2016,Male,60 - 64 years,76.8
HIS01,Good or very good health status,2016,Male,65 - 69 years,76.1
HIS01,Good or very good health status,2016,Male,70 - 74 years,65
HIS01,Good or very good health status,2016,Male,75 years and over,58.9
HIS01,Good or very good health status,2016,Female,15 - 19 years,94.4
HIS01,Good or very good health status,2016,Female,20 - 24 years,90.4
HIS01,Good or very good health status,2016,Female,25 - 29 years,94.4
HIS01,Good or very good health status,2016,Female,30 - 34 years,93
HIS01,Good or very good health status,2016,Female,35 - 39 years,89.4
HIS01,Good or very good health status,2016,Female,40 - 44 years,90.6
HIS01,Good or very good health status,2016,Female,45 - 49 years,83.8
HIS01,Good or very good health status,2016,Female,50 - 54 years,83.6
HIS01,Good or very good health status,2016,Female,55 - 59 years,78.1
HIS01,Good or very good health status,2016,Female,60 - 64 years,78.5
HIS01,Good or very good health status,2016,Female,65 - 69 years,76
HIS01,Good or very good health status,2016,Female,70 - 74 years,65.3
HIS01,Good or very good health status,2016,Female,75 years and over,57.5
HIS01,Good or very good health status,2017,Male,15 - 19 years,91.3
HIS01,Good or very good health status,2017,Male,20 - 24 years,93.2
HIS01,Good or very good health status,2017,Male,25 - 29 years,94.8
HIS01,Good or very good health status,2017,Male,30 - 34 years,87.2
HIS01,Good or very good health status,2017,Male,35 - 39 years,92.6
HIS01,Good or very good health status,2017,Male,40 - 44 years,89.7
HIS01,Good or very good health status,2017,Male,45 - 49 years,90.5
HIS01,Good or very good health status,2017,Male,50 - 54 years,81.7
HIS01,Good or very good health status,2017,Male,55 - 59 years,76.7
HIS01,Good or very good health status,2017,Male,60 - 64 years,70.3
HIS01,Good or very good health status,2017,Male,65 - 69 years,71.4
HIS01,Good or very good health status,2017,Male,70 - 74 years,58.1
HIS01,Good or very good health status,2017,Male,75 years and over,60.4
HIS01,Good or very good health status,2017,Female,15 - 19 years,94.5
HIS01,Good or very good health status,2017,Female,20 - 24 years,91.7
HIS01,Good or very good health status,2017,Female,25 - 29 years,88.5
HIS01,Good or very good health status,2017,Female,30 - 34 years,92.5
HIS01,Good or very good health status,2017,Female,35 - 39 years,91.1
HIS01,Good or very good health status,2017,Female,40 - 44 years,89.8
HIS01,Good or very good health status,2017,Female,45 - 49 years,85.8
HIS01,Good or very good health status,2017,Female,50 - 54 years,85.9
HIS01,Good or very good health status,2017,Female,55 - 59 years,82.4
HIS01,Good or very good health status,2017,Female,60 - 64 years,76.6
HIS01,Good or very good health status,2017,Female,65 - 69 years,74.6
HIS01,Good or very good health status,2017,Female,70 - 74 years,70.5
HIS01,Good or very good health status,2017,Female,75 years and over,61.4
HIS01,Good or very good health status,2018,Male,15 - 19 years,95.5
HIS01,Good or very good health status,2018,Male,20 - 24 years,90.2
HIS01,Good or very good health status,2018,Male,25 - 29 years,90.7
HIS01,Good or very good health status,2018,Male,30 - 34 years,95.1
HIS01,Good or very good health status,2018,Male,35 - 39 years,89.1
HIS01,Good or very good health status,2018,Male,40 - 44 years,86.1
HIS01,Good or very good health status,2018,Male,45 - 49 years,90.7
HIS01,Good or very good health status,2018,Male,50 - 54 years,83.1
HIS01,Good or very good health status,2018,Male,55 - 59 years,75.5
HIS01,Good or very good health status,2018,Male,60 - 64 years,69.8
HIS01,Good or very good health status,2018,Male,65 - 69 years,73.6
HIS01,Good or very good health status,2018,Male,70 - 74 years,67.4
HIS01,Good or very good health status,2018,Male,75 years and over,62.3
HIS01,Good or very good health status,2018,Female,15 - 19 years,96.2
HIS01,Good or very good health status,2018,Female,20 - 24 years,90.2
HIS01,Good or very good health status,2018,Female,25 - 29 years,92
HIS01,Good or very good health status,2018,Female,30 - 34 years,95.4
HIS01,Good or very good health status,2018,Female,35 - 39 years,90.1
HIS01,Good or very good health status,2018,Female,40 - 44 years,88.3
HIS01,Good or very good health status,2018,Female,45 - 49 years,91.3
HIS01,Good or very good health status,2018,Female,50 - 54 years,86.7
HIS01,Good or very good health status,2018,Female,55 - 59 years,83.2
HIS01,Good or very good health status,2018,Female,60 - 64 years,78
HIS01,Good or very good health status,2018,Female,65 - 69 years,77.9
HIS01,Good or very good health status,2018,Female,70 - 74 years,74.8
HIS01,Good or very good health status,2018,Female,75 years and over,61.8
HIS01,Good or very good health status,2021,Male,15 - 19 years,89.1
HIS01,Good or very good health status,2021,Male,20 - 24 years,88.8
HIS01,Good or very good health status,2021,Male,25 - 29 years,93.8
HIS01,Good or very good health status,2021,Male,30 - 34 years,92.4
HIS01,Good or very good health status,2021,Male,35 - 39 years,88.8
