Statistic,Year,Sex,Age.Group,value
Persons who have not drank in a month or longer,2024,Male,45 - 49 years,18.7
Persons who have not drank in a month or longer,2024,Male,50 - 54 years,11.3
Persons who have not drank in a month or longer,2024,Male,55 - 59 years,21.3
Persons who have not drank in a month or longer,2024,Male,60 - 64 years,14.6
Persons who have not drank in a month or longer,2024,Male,65 - 69 years,20.1
Persons who have not drank in a month or longer,2024,Male,70 - 74 years,20
Persons who have not drank in a month or longer,2024,Male,75 years and over,21.5
Persons who have not drank in a month or longer,2024,Female,15 - 19 years,16.3
Persons who have not drank in a month or longer,2024,Female,20 - 24 years,17.6
Persons who have not drank in a month or longer,2024,Female,25 - 29 years,24
Persons who have not drank in a month or longer,2024,Female,30 - 34 years,29
Persons who have not drank in a month or longer,2024,Female,35 - 39 years,25
Persons who have not drank in a month or longer,2024,Female,40 - 44 years,17.4
Persons who have not drank in a month or longer,2024,Female,45 - 49 years,21.6
Persons who have not drank in a month or longer,2024,Female,50 - 54 years,23.7
Persons who have not drank in a month or longer,2024,Female,55 - 59 years,14.6
Persons who have not drank in a month or longer,2024,Female,60 - 64 years,22.4
Persons who have not drank in a month or longer,2024,Female,65 - 69 years,17.5
Persons who have not drank in a month or longer,2024,Female,70 - 74 years,17.8
Persons who have not drank in a month or longer,2024,Female,75 years and over,29.4
Persons who have not drank in a month or longer,2025,Male,15 - 19 years,12.7
Persons who have not drank in a month or longer,2025,Male,20 - 24 years,16.2
Persons who have not drank in a month or longer,2025,Male,25 - 29 years,19.8
Persons who have not drank in a month or longer,2025,Male,30 - 34 years,17.6
Persons who have not drank in a month or longer,2025,Male,35 - 39 years,20.1
Persons who have not drank in a month or longer,2025,Male,40 - 44 years,21.6
Persons who have not drank in a month or longer,2025,Male,45 - 49 years,20.2
Persons who have not drank in a month or longer,2025,Male,50 - 54 years,20.5
Persons who have not drank in a month or longer,2025,Male,55 - 59 years,20
Persons who have not drank in a month or longer,2025,Male,60 - 64 years,18.5
Persons who have not drank in a month or longer,2025,Male,65 - 69 years,19.8
Persons who have not drank in a month or longer,2025,Male,70 - 74 years,18.4
Persons who have not drank in a month or longer,2025,Male,75 years and over,21.1
Persons who have not drank in a month or longer,2025,Female,15 - 19 years,16
Persons who have not drank in a month or longer,2025,Female,20 - 24 years,18
Persons who have not drank in a month or longer,2025,Female,25 - 29 years,24.5
Persons who have not drank in a month or longer,2025,Female,30 - 34 years,28.1
Persons who have not drank in a month or longer,2025,Female,35 - 39 years,31
Persons who have not drank in a month or longer,2025,Female,40 - 44 years,24.1
Persons who have not drank in a month or longer,2025,Female,45 - 49 years,22.1
Persons who have not drank in a month or longer,2025,Female,50 - 54 years,20.7
Persons who have not drank in a month or longer,2025,Female,55 - 59 years,25.4
Persons who have not drank in a month or longer,2025,Female,60 - 64 years,21.4
Persons who have not drank in a month or longer,2025,Female,65 - 69 years,27.8
Persons who have not drank in a month or longer,2025,Female,70 - 74 years,19.4
Persons who have not drank in a month or longer,2025,Female,75 years and over,22.7
Persons who have never drank or have only had a few sips,2015,Male,15 - 19 years,43.2
Persons who have never drank or have only had a few sips,2015,Male,20 - 24 years,9
Persons who have never drank or have only had a few sips,2015,Male,25 - 29 years,8.2
Persons who have never drank or have only had a few sips,2015,Male,30 - 34 years,7
Persons who have never drank or have only had a few sips,2015,Male,35 - 39 years,13.8
Persons who have never drank or have only had a few sips,2015,Male,40 - 44 years,7.7
Persons who have never drank or have only had a few sips,2015,Male,45 - 49 years,9.3
Persons who have never drank or have only had a few sips,2015,Male,50 - 54 years,15
Persons who have never drank or have only had a few sips,2015,Male,55 - 59 years,11.3
Persons who have never drank or have only had a few sips,2015,Male,60 - 64 years,14.3
Persons who have never drank or have only had a few sips,2015,Male,65 - 69 years,18.1
Persons who have never drank or have only had a few sips,2015,Male,70 - 74 years,18.6
Persons who have never drank or have only had a few sips,2015,Male,75 years and over,26
Persons who have never drank or have only had a few sips,2015,Female,15 - 19 years,50.8
Persons who have never drank or have only had a few sips,2015,Female,20 - 24 years,8.5
Persons who have never drank or have only had a few sips,2015,Female,25 - 29 years,16.2
Persons who have never drank or have only had a few sips,2015,Female,30 - 34 years,13.4
Persons who have never drank or have only had a few sips,2015,Female,35 - 39 years,13.9
Persons who have never drank or have only had a few sips,2015,Female,40 - 44 years,13.9
Persons who have never drank or have only had a few sips,2015,Female,45 - 49 years,14
Persons who have never drank or have only had a few sips,2015,Female,50 - 54 years,15.7
Persons who have never drank or have only had a few sips,2015,Female,55 - 59 years,18.4
Persons who have never drank or have only had a few sips,2015,Female,60 - 64 years,19.7
Persons who have never drank or have only had a few sips,2015,Female,65 - 69 years,23.9
Persons who have never drank or have only had a few sips,2015,Female,70 - 74 years,37.6
Persons who have never drank or have only had a few sips,2015,Female,75 years and over,48.3
Persons who have never drank or have only had a few sips,2016,Male,15 - 19 years,43.1
Persons who have never drank or have only had a few sips,2016,Male,20 - 24 years,7.7
Persons who have never drank or have only had a few sips,2016,Male,25 - 29 years,14.5
Persons who have never drank or have only had a few sips,2016,Male,30 - 34 years,8
Persons who have never drank or have only had a few sips,2016,Male,35 - 39 years,15
Persons who have never drank or have only had a few sips,2016,Male,40 - 44 years,11.2
Persons who have never drank or have only had a few sips,2016,Male,45 - 49 years,12.1
Persons who have never drank or have only had a few sips,2016,Male,50 - 54 years,13.3
Persons who have never drank or have only had a few sips,2016,Male,55 - 59 years,12.6
Persons who have never drank or have only had a few sips,2016,Male,60 - 64 years,11.4
Persons who have never drank or have only had a few sips,2016,Male,65 - 69 years,20
Persons who have never drank or have only had a few sips,2016,Male,70 - 74 years,19.9
Persons who have never drank or have only had a few sips,2016,Male,75 years and over,32.4
Persons who have never drank or have only had a few sips,2016,Female,15 - 19 years,52.6
Persons who have never drank or have only had a few sips,2016,Female,20 - 24 years,16
Persons who have never drank or have only had a few sips,2016,Female,25 - 29 years,18.4
Persons who have never drank or have only had a few sips,2016,Female,30 - 34 years,13.6
Persons who have never drank or have only had a few sips,2016,Female,35 - 39 years,17.4
Persons who have never drank or have only had a few sips,2016,Female,40 - 44 years,15.6
Persons who have never drank or have only had a few sips,2016,Female,45 - 49 years,18.9
Persons who have never drank or have only had a few sips,2016,Female,50 - 54 years,16.4
Persons who have never drank or have only had a few sips,2016,Female,55 - 59 years,18
Persons who have never drank or have only had a few sips,2016,Female,60 - 64 years,27.1
Persons who have never drank or have only had a few sips,2016,Female,65 - 69 years,29.7
Persons who have never drank or have only had a few sips,2016,Female,70 - 74 years,41.4
Persons who have never drank or have only had a few sips,2016,Female,75 years and over,48.4
Persons who have never drank or have only had a few sips,2017,Male,15 - 19 years,44.6
Persons who have never drank or have only had a few sips,2017,Male,20 - 24 years,13.8
Persons who have never drank or have only had a few sips,2017,Male,25 - 29 years,8.1
Persons who have never drank or have only had a few sips,2017,Male,30 - 34 years,9.2
Persons who have never drank or have only had a few sips,2017,Male,35 - 39 years,7.6
Persons who have never drank or have only had a few sips,2017,Male,40 - 44 years,12.1
Persons who have never drank or have only had a few sips,2017,Male,45 - 49 years,14.2
Persons who have never drank or have only had a few sips,2017,Male,50 - 54 years,8.7
Persons who have never drank or have only had a few sips,2017,Male,55 - 59 years,14.4
Persons who have never drank or have only had a few sips,2017,Male,60 - 64 years,12.1
Persons who have never drank or have only had a few sips,2017,Male,65 - 69 years,15.5
Persons who have never drank or have only had a few sips,2017,Male,70 - 74 years,22
Persons who have never drank or have only had a few sips,2017,Male,75 years and over,27.7
Persons who have never drank or have only had a few sips,2017,Female,15 - 19 years,45.6
Persons who have never drank or have only had a few sips,2017,Female,20 - 24 years,9.1
Persons who have never drank or have only had a few sips,2017,Female,25 - 29 years,14.8
Persons who have never drank or have only had a few sips,2017,Female,30 - 34 years,12.3
Persons who have never drank or have only had a few sips,2017,Female,35 - 39 years,10.4
Persons who have never drank or have only had a few sips,2017,Female,40 - 44 years,13.6
Persons who have never drank or have only had a few sips,2017,Female,45 - 49 years,13.2
Persons who have never drank or have only had a few sips,2017,Female,50 - 54 years,12.6
Persons who have never drank or have only had a few sips,2017,Female,55 - 59 years,22.2
Persons who have never drank or have only had a few sips,2017,Female,60 - 64 years,23.8
Persons who have never drank or have only had a few sips,2017,Female,65 - 69 years,29.6
Persons who have never drank or have only had a few sips,2017,Female,70 - 74 years,40.4
Persons who have never drank or have only had a few sips,2017,Female,75 years and over,46.1
Persons who have never drank or have only had a few sips,2018,Male,15 - 19 years,49.4
Persons who have never drank or have only had a few sips,2018,Male,20 - 24 years,6.7
Persons who have never drank or have only had a few sips,2018,Male,25 - 29 years,11.1
Persons who have never drank or have only had a few sips,2018,Male,30 - 34 years,8.1
Persons who have never drank or have only had a few sips,2018,Male,35 - 39 years,13.4
Persons who have never drank or have only had a few sips,2018,Male,40 - 44 years,13.7
Persons who have never drank or have only had a few sips,2018,Male,45 - 49 years,12.4
Persons who have never drank or have only had a few sips,2018,Male,50 - 54 years,16.8
Persons who have never drank or have only had a few sips,2018,Male,55 - 59 years,15.3
Persons who have never drank or have only had a few sips,2018,Male,60 - 64 years,11.3
Persons who have never drank or have only had a few sips,2018,Male,65 - 69 years,15.3
Persons who have never drank or have only had a few sips,2018,Male,70 - 74 years,23.6
Persons who have never drank or have only had a few sips,2018,Male,75 years and over,25.3
Persons who have never drank or have only had a few sips,2018,Female,15 - 19 years,58.6
Persons who have never drank or have only had a few sips,2018,Female,20 - 24 years,12.5
Persons who have never drank or have only had a few sips,2018,Female,25 - 29 years,16.1
Persons who have never drank or have only had a few sips,2018,Female,30 - 34 years,12.9
Persons who have never drank or have only had a few sips,2018,Female,35 - 39 years,17.1
Persons who have never drank or have only had a few sips,2018,Female,40 - 44 years,11.5
Persons who have never drank or have only had a few sips,2018,Female,45 - 49 years,16.5
Persons who have never drank or have only had a few sips,2018,Female,50 - 54 years,16.4
Persons who have never drank or have only had a few sips,2018,Female,55 - 59 years,21.8
Persons who have never drank or have only had a few sips,2018,Female,60 - 64 years,22.6
Persons who have never drank or have only had a few sips,2018,Female,65 - 69 years,24.3
Persons who have never drank or have only had a few sips,2018,Female,70 - 74 years,35.4
Persons who have never drank or have only had a few sips,2018,Female,75 years and over,44.3
Persons who have never drank or have only had a few sips,2021,Male,15 - 19 years,30.6
Persons who have never drank or have only had a few sips,2021,Male,20 - 24 years,14.4
Persons who have never drank or have only had a few sips,2021,Male,25 - 29 years,19.4
Persons who have never drank or have only had a few sips,2021,Male,30 - 34 years,13.8
Persons who have never drank or have only had a few sips,2021,Male,35 - 39 years,12
Persons who have never drank or have only had a few sips,2021,Male,40 - 44 years,17.3
Persons who have never drank or have only had a few sips,2021,Male,45 - 49 years,17.8
Persons who have never drank or have only had a few sips,2021,Male,50 - 54 years,17.6
Persons who have never drank or have only had a few sips,2021,Male,55 - 59 years,17.5
Persons who have never drank or have only had a few sips,2021,Male,60 - 64 years,16.5
Persons who have never drank or have only had a few sips,2021,Male,65 - 69 years,16.7
Persons who have never drank or have only had a few sips,2021,Male,70 - 74 years,19.3
Persons who have never drank or have only had a few sips,2021,Male,75 years and over,28.1
Persons who have never drank or have only had a few sips,2021,Female,15 - 19 years,41.6
Persons who have never drank or have only had a few sips,2021,Female,20 - 24 years,15.9
Persons who have never drank or have only had a few sips,2021,Female,25 - 29 years,16.6
Persons who have never drank or have only had a few sips,2021,Female,30 - 34 years,22.7
Persons who have never drank or have only had a few sips,2021,Female,35 - 39 years,21.1
Persons who have never drank or have only had a few sips,2021,Female,40 - 44 years,21.2
Persons who have never drank or have only had a few sips,2021,Female,45 - 49 years,20
Persons who have never drank or have only had a few sips,2021,Female,50 - 54 years,17.5
Persons who have never drank or have only had a few sips,2021,Female,55 - 59 years,24.3
Persons who have never drank or have only had a few sips,2021,Female,60 - 64 years,27.6
Persons who have never drank or have only had a few sips,2021,Female,65 - 69 years,32.2
Persons who have never drank or have only had a few sips,2021,Female,70 - 74 years,33
Persons who have never drank or have only had a few sips,2021,Female,75 years and over,41.7
Persons who have never drank or have only had a few sips,2022,Male,15 - 19 years,43.1
Persons who have never drank or have only had a few sips,2022,Male,20 - 24 years,17.7
Persons who have never drank or have only had a few sips,2022,Male,25 - 29 years,18.5
Persons who have never drank or have only had a few sips,2022,Male,30 - 34 years,16.4
Persons who have never drank or have only had a few sips,2022,Male,35 - 39 years,24.4
Persons who have never drank or have only had a few sips,2022,Male,40 - 44 years,15.7
Persons who have never drank or have only had a few sips,2022,Male,45 - 49 years,18.8
Persons who have never drank or have only had a few sips,2022,Male,50 - 54 years,17.2
Persons who have never drank or have only had a few sips,2022,Male,55 - 59 years,20.3
Persons who have never drank or have only had a few sips,2022,Male,60 - 64 years,16.5
Persons who have never drank or have only had a few sips,2022,Male,65 - 69 years,28.4
Persons who have never drank or have only had a few sips,2022,Male,70 - 74 years,15.8
Persons who have never drank or have only had a few sips,2022,Male,75 years and over,23.1
Persons who have never drank or have only had a few sips,2022,Female,15 - 19 years,33.8
Persons who have never drank or have only had a few sips,2022,Female,20 - 24 years,15.8
Persons who have never drank or have only had a few sips,2022,Female,25 - 29 years,26.4
Persons who have never drank or have only had a few sips,2022,Female,30 - 34 years,23.1
Persons who have never drank or have only had a few sips,2022,Female,35 - 39 years,20.9
Persons who have never drank or have only had a few sips,2022,Female,40 - 44 years,18.4
Persons who have never drank or have only had a few sips,2022,Female,45 - 49 years,20.2
Persons who have never drank or have only had a few sips,2022,Female,50 - 54 years,19.1
Persons who have never drank or have only had a few sips,2022,Female,55 - 59 years,23.3
Persons who have never drank or have only had a few sips,2022,Female,60 - 64 years,22.7
Persons who have never drank or have only had a few sips,2022,Female,65 - 69 years,28
Persons who have never drank or have only had a few sips,2022,Female,70 - 74 years,29.4
Persons who have never drank or have only had a few sips,2022,Female,75 years and over,55.3
Persons who have never drank or have only had a few sips,2023,Male,15 - 19 years,26.8
Persons who have never drank or have only had a few sips,2023,Male,20 - 24 years,17.1
Persons who have never drank or have only had a few sips,2023,Male,25 - 29 years,20.5
Persons who have never drank or have only had a few sips,2023,Male,30 - 34 years,17.4
Persons who have never drank or have only had a few sips,2023,Male,35 - 39 years,15.9
Persons who have never drank or have only had a few sips,2023,Male,40 - 44 years,15.4
Persons who have never drank or have only had a few sips,2023,Male,45 - 49 years,17.2
Persons who have never drank or have only had a few sips,2023,Male,50 - 54 years,14.4
Persons who have never drank or have only had a few sips,2023,Male,55 - 59 years,18.6
Persons who have never drank or have only had a few sips,2023,Male,60 - 64 years,14.2
Persons who have never drank or have only had a few sips,2023,Male,65 - 69 years,14.1
Persons who have never drank or have only had a few sips,2023,Male,70 - 74 years,17.4
Persons who have never drank or have only had a few sips,2023,Male,75 years and over,27.5
Persons who have never drank or have only had a few sips,2023,Female,15 - 19 years,26.5
Persons who have never drank or have only had a few sips,2023,Female,20 - 24 years,15.1
Persons who have never drank or have only had a few sips,2023,Female,25 - 29 years,19.9
Persons who have never drank or have only had a few sips,2023,Female,30 - 34 years,20.5
Persons who have never drank or have only had a few sips,2023,Female,35 - 39 years,19.2
Persons who have never drank or have only had a few sips,2023,Female,40 - 44 years,14.6
Persons who have never drank or have only had a few sips,2023,Female,45 - 49 years,17.6
Persons who have never drank or have only had a few sips,2023,Female,50 - 54 years,19.2
Persons who have never drank or have only had a few sips,2023,Female,55 - 59 years,23
Persons who have never drank or have only had a few sips,2023,Female,60 - 64 years,24.9
Persons who have never drank or have only had a few sips,2023,Female,65 - 69 years,28.4
Persons who have never drank or have only had a few sips,2023,Female,70 - 74 years,39.8
Persons who have never drank or have only had a few sips,2023,Female,75 years and over,38.1
Persons who have never drank or have only had a few sips,2024,Male,15 - 19 years,37.4
Persons who have never drank or have only had a few sips,2024,Male,20 - 24 years,15.6
Persons who have never drank or have only had a few sips,2024,Male,25 - 29 years,13.5
Persons who have never drank or have only had a few sips,2024,Male,30 - 34 years,15
Persons who have never drank or have only had a few sips,2024,Male,35 - 39 years,13
Persons who have never drank or have only had a few sips,2024,Male,40 - 44 years,16.3
Persons who have never drank or have only had a few sips,2024,Male,45 - 49 years,11.1
Persons who have never drank or have only had a few sips,2024,Male,50 - 54 years,15.7
Persons who have never drank or have only had a few sips,2024,Male,55 - 59 years,16.3
Persons who have never drank or have only had a few sips,2024,Male,60 - 64 years,20.1
Persons who have never drank or have only had a few sips,2024,Male,65 - 69 years,16.3
Persons who have never drank or have only had a few sips,2024,Male,70 - 74 years,18.3
Persons who have never drank or have only had a few sips,2024,Male,75 years and over,28.9
Persons who have never drank or have only had a few sips,2024,Female,15 - 19 years,35.4
Persons who have never drank or have only had a few sips,2024,Female,20 - 24 years,13.9
Persons who have never drank or have only had a few sips,2024,Female,25 - 29 years,21.6
Persons who have never drank or have only had a few sips,2024,Female,30 - 34 years,17.3
Persons who have never drank or have only had a few sips,2024,Female,35 - 39 years,21.8
Persons who have never drank or have only had a few sips,2024,Female,40 - 44 years,23.6
Persons who have never drank or have only had a few sips,2024,Female,45 - 49 years,19.8
Persons who have never drank or have only had a few sips,2024,Female,50 - 54 years,18.7
Persons who have never drank or have only had a few sips,2024,Female,55 - 59 years,19.3
Persons who have never drank or have only had a few sips,2024,Female,60 - 64 years,19.7
Persons who have never drank or have only had a few sips,2024,Female,65 - 69 years,26.6
Persons who have never drank or have only had a few sips,2024,Female,70 - 74 years,36.4
Persons who have never drank or have only had a few sips,2024,Female,75 years and over,37.2
Persons who have never drank or have only had a few sips,2025,Male,15 - 19 years,32.6
Persons who have never drank or have only had a few sips,2025,Male,20 - 24 years,15.2
Persons who have never drank or have only had a few sips,2025,Male,25 - 29 years,19.9
Persons who have never drank or have only had a few sips,2025,Male,30 - 34 years,18.6
Persons who have never drank or have only had a few sips,2025,Male,35 - 39 years,22.2
Persons who have never drank or have only had a few sips,2025,Male,40 - 44 years,15.1
Persons who have never drank or have only had a few sips,2025,Male,45 - 49 years,17.5
Persons who have never drank or have only had a few sips,2025,Male,50 - 54 years,16.5
Persons who have never drank or have only had a few sips,2025,Male,55 - 59 years,16.3
Persons who have never drank or have only had a few sips,2025,Male,60 - 64 years,22
Persons who have never drank or have only had a few sips,2025,Male,65 - 69 years,23.2
Persons who have never drank or have only had a few sips,2025,Male,70 - 74 years,18.9
Persons who have never drank or have only had a few sips,2025,Male,75 years and over,23.1
Persons who have never drank or have only had a few sips,2025,Female,15 - 19 years,27.6
Persons who have never drank or have only had a few sips,2025,Female,20 - 24 years,12.2
Persons who have never drank or have only had a few sips,2025,Female,25 - 29 years,24
Persons who have never drank or have only had a few sips,2025,Female,30 - 34 years,27.1
Persons who have never drank or have only had a few sips,2025,Female,35 - 39 years,21.1
Persons who have never drank or have only had a few sips,2025,Female,40 - 44 years,18.4
Persons who have never drank or have only had a few sips,2025,Female,45 - 49 years,17.8
Persons who have never drank or have only had a few sips,2025,Female,50 - 54 years,20.2
Persons who have never drank or have only had a few sips,2025,Female,55 - 59 years,13.6
Persons who have never drank or have only had a few sips,2025,Female,60 - 64 years,15.9
Persons who have never drank or have only had a few sips,2025,Female,65 - 69 years,22.8
Persons who have never drank or have only had a few sips,2025,Female,70 - 74 years,30.3
Persons who have never drank or have only had a few sips,2025,Female,75 years and over,43
