table_name,Statistic,Year,Sex,Age.Group,value
alcohol,Persons who have never drank or have only had a few sips,2024,Female,30 - 34 years,17.3
alcohol,Persons who have never drank or have only had a few sips,2024,Female,35 - 39 years,21.8
alcohol,Persons who have never drank or have only had a few sips,2024,Female,40 - 44 years,23.6
alcohol,Persons who have never drank or have only had a few sips,2024,Female,45 - 49 years,19.8
alcohol,Persons who have never drank or have only had a few sips,2024,Female,50 - 54 years,18.7
alcohol,Persons who have never drank or have only had a few sips,2024,Female,55 - 59 years,19.3
alcohol,Persons who have never drank or have only had a few sips,2024,Female,60 - 64 years,19.7
alcohol,Persons who have never drank or have only had a few sips,2024,Female,65 - 69 years,26.6
alcohol,Persons who have never drank or have only had a few sips,2024,Female,70 - 74 years,36.4
alcohol,Persons who have never drank or have only had a few sips,2024,Female,75 years and over,37.2
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,All ages,20.8
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,15 - 19 years,29.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,20 - 24 years,13.8
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,25 - 29 years,21.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,30 - 34 years,22.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,35 - 39 years,21.7
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,40 - 44 years,16.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,45 - 49 years,17.7
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,50 - 54 years,18.5
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,55 - 59 years,14.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,60 - 64 years,18.9
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,65 - 69 years,23
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,70 - 74 years,25
alcohol,Persons who have never drank or have only had a few sips,2025,Both sexes,75 years and over,33.3
alcohol,Persons who have never drank or have only had a few sips,2025,Male,All ages,19.4
alcohol,Persons who have never drank or have only had a few sips,2025,Male,15 - 19 years,32.6
alcohol,Persons who have never drank or have only had a few sips,2025,Male,20 - 24 years,15.2
alcohol,Persons who have never drank or have only had a few sips,2025,Male,25 - 29 years,19.9
alcohol,Persons who have never drank or have only had a few sips,2025,Male,30 - 34 years,18.6
alcohol,Persons who have never drank or have only had a few sips,2025,Male,35 - 39 years,22.2
alcohol,Persons who have never drank or have only had a few sips,2025,Male,40 - 44 years,15.1
alcohol,Persons who have never drank or have only had a few sips,2025,Male,45 - 49 years,17.5
alcohol,Persons who have never drank or have only had a few sips,2025,Male,50 - 54 years,16.5
alcohol,Persons who have never drank or have only had a few sips,2025,Male,55 - 59 years,16.3
alcohol,Persons who have never drank or have only had a few sips,2025,Male,60 - 64 years,22
alcohol,Persons who have never drank or have only had a few sips,2025,Male,65 - 69 years,23.2
alcohol,Persons who have never drank or have only had a few sips,2025,Male,70 - 74 years,18.9
alcohol,Persons who have never drank or have only had a few sips,2025,Male,75 years and over,23.1
alcohol,Persons who have never drank or have only had a few sips,2025,Female,All ages,22.1
alcohol,Persons who have never drank or have only had a few sips,2025,Female,15 - 19 years,27.6
alcohol,Persons who have never drank or have only had a few sips,2025,Female,20 - 24 years,12.2
alcohol,Persons who have never drank or have only had a few sips,2025,Female,25 - 29 years,24
alcohol,Persons who have never drank or have only had a few sips,2025,Female,30 - 34 years,27.1
alcohol,Persons who have never drank or have only had a few sips,2025,Female,35 - 39 years,21.1
alcohol,Persons who have never drank or have only had a few sips,2025,Female,40 - 44 years,18.4
alcohol,Persons who have never drank or have only had a few sips,2025,Female,45 - 49 years,17.8
alcohol,Persons who have never drank or have only had a few sips,2025,Female,50 - 54 years,20.2
alcohol,Persons who have never drank or have only had a few sips,2025,Female,55 - 59 years,13.6
alcohol,Persons who have never drank or have only had a few sips,2025,Female,60 - 64 years,15.9
alcohol,Persons who have never drank or have only had a few sips,2025,Female,65 - 69 years,22.8
alcohol,Persons who have never drank or have only had a few sips,2025,Female,70 - 74 years,30.3
alcohol,Persons who have never drank or have only had a few sips,2025,Female,75 years and over,43
health,Good or very good health status,2015,Both sexes,All ages,85.1
health,Good or very good health status,2015,Both sexes,15 - 19 years,92.5
health,Good or very good health status,2015,Both sexes,20 - 24 years,90.5
health,Good or very good health status,2015,Both sexes,25 - 29 years,93.9
health,Good or very good health status,2015,Both sexes,30 - 34 years,90.4
health,Good or very good health status,2015,Both sexes,35 - 39 years,92.7
health,Good or very good health status,2015,Both sexes,40 - 44 years,89.3
health,Good or very good health status,2015,Both sexes,45 - 49 years,87.8
health,Good or very good health status,2015,Both sexes,50 - 54 years,84.6
health,Good or very good health status,2015,Both sexes,55 - 59 years,81.4
health,Good or very good health status,2015,Both sexes,60 - 64 years,77.3
health,Good or very good health status,2015,Both sexes,65 - 69 years,74.5
health,Good or very good health status,2015,Both sexes,70 - 74 years,69.4
health,Good or very good health status,2015,Both sexes,75 years and over,59.6
health,Good or very good health status,2015,Male,All ages,85.3
health,Good or very good health status,2015,Male,15 - 19 years,93.6
health,Good or very good health status,2015,Male,20 - 24 years,89.5
health,Good or very good health status,2015,Male,25 - 29 years,95.1
health,Good or very good health status,2015,Male,30 - 34 years,91.3
health,Good or very good health status,2015,Male,35 - 39 years,92.6
health,Good or very good health status,2015,Male,40 - 44 years,89
health,Good or very good health status,2015,Male,45 - 49 years,83.7
health,Good or very good health status,2015,Male,50 - 54 years,86.8
health,Good or very good health status,2015,Male,55 - 59 years,80.6
health,Good or very good health status,2015,Male,60 - 64 years,78.2
health,Good or very good health status,2015,Male,65 - 69 years,74.3
health,Good or very good health status,2015,Male,70 - 74 years,68.9
health,Good or very good health status,2015,Male,75 years and over,59.7
health,Good or very good health status,2015,Female,All ages,84.9
health,Good or very good health status,2015,Female,15 - 19 years,91.4
health,Good or very good health status,2015,Female,20 - 24 years,91.8
health,Good or very good health status,2015,Female,25 - 29 years,92.6
health,Good or very good health status,2015,Female,30 - 34 years,89.8
health,Good or very good health status,2015,Female,35 - 39 years,92.8
health,Good or very good health status,2015,Female,40 - 44 years,89.7
health,Good or very good health status,2015,Female,45 - 49 years,92.1
health,Good or very good health status,2015,Female,50 - 54 years,82.5
health,Good or very good health status,2015,Female,55 - 59 years,82.1
health,Good or very good health status,2015,Female,60 - 64 years,76.5
health,Good or very good health status,2015,Female,65 - 69 years,74.7
health,Good or very good health status,2015,Female,70 - 74 years,69.8
health,Good or very good health status,2015,Female,75 years and over,59.4
health,Good or very good health status,2016,Both sexes,All ages,83.6
health,Good or very good health status,2016,Both sexes,15 - 19 years,94.2
health,Good or very good health status,2016,Both sexes,20 - 24 years,90.4
health,Good or very good health status,2016,Both sexes,25 - 29 years,93.1
health,Good or very good health status,2016,Both sexes,30 - 34 years,89.9
health,Good or very good health status,2016,Both sexes,35 - 39 years,90.3
health,Good or very good health status,2016,Both sexes,40 - 44 years,89.5
health,Good or very good health status,2016,Both sexes,45 - 49 years,81.2
health,Good or very good health status,2016,Both sexes,50 - 54 years,83.7
health,Good or very good health status,2016,Both sexes,55 - 59 years,78.3
health,Good or very good health status,2016,Both sexes,60 - 64 years,77.6
health,Good or very good health status,2016,Both sexes,65 - 69 years,76
health,Good or very good health status,2016,Both sexes,70 - 74 years,65.2
health,Good or very good health status,2016,Both sexes,75 years and over,58.1
health,Good or very good health status,2016,Male,All ages,83.2
health,Good or very good health status,2016,Male,15 - 19 years,94.1
health,Good or very good health status,2016,Male,20 - 24 years,90.5
health,Good or very good health status,2016,Male,25 - 29 years,91.8
health,Good or very good health status,2016,Male,30 - 34 years,86.2
health,Good or very good health status,2016,Male,35 - 39 years,91.2
health,Good or very good health status,2016,Male,40 - 44 years,88.2
health,Good or very good health status,2016,Male,45 - 49 years,78.5
health,Good or very good health status,2016,Male,50 - 54 years,83.8
health,Good or very good health status,2016,Male,55 - 59 years,78.6
health,Good or very good health status,2016,Male,60 - 64 years,76.8
health,Good or very good health status,2016,Male,65 - 69 years,76.1
health,Good or very good health status,2016,Male,70 - 74 years,65
health,Good or very good health status,2016,Male,75 years and over,58.9
health,Good or very good health status,2016,Female,All ages,84
health,Good or very good health status,2016,Female,15 - 19 years,94.4
health,Good or very good health status,2016,Female,20 - 24 years,90.4
health,Good or very good health status,2016,Female,25 - 29 years,94.4
health,Good or very good health status,2016,Female,30 - 34 years,93
health,Good or very good health status,2016,Female,35 - 39 years,89.4
health,Good or very good health status,2016,Female,40 - 44 years,90.6
health,Good or very good health status,2016,Female,45 - 49 years,83.8
health,Good or very good health status,2016,Female,50 - 54 years,83.6
health,Good or very good health status,2016,Female,55 - 59 years,78.1
health,Good or very good health status,2016,Female,60 - 64 years,78.5
health,Good or very good health status,2016,Female,65 - 69 years,76
health,Good or very good health status,2016,Female,70 - 74 years,65.3
health,Good or very good health status,2016,Female,75 years and over,57.5
health,Good or very good health status,2017,Both sexes,All ages,84.1
health,Good or very good health status,2017,Both sexes,15 - 19 years,92.8
health,Good or very good health status,2017,Both sexes,20 - 24 years,92.5
health,Good or very good health status,2017,Both sexes,25 - 29 years,91.9
health,Good or very good health status,2017,Both sexes,30 - 34 years,90.2
health,Good or very good health status,2017,Both sexes,35 - 39 years,91.8
health,Good or very good health status,2017,Both sexes,40 - 44 years,89.7
health,Good or very good health status,2017,Both sexes,45 - 49 years,88.2
health,Good or very good health status,2017,Both sexes,50 - 54 years,83.9
health,Good or very good health status,2017,Both sexes,55 - 59 years,79.7
health,Good or very good health status,2017,Both sexes,60 - 64 years,73.3
health,Good or very good health status,2017,Both sexes,65 - 69 years,73.1
health,Good or very good health status,2017,Both sexes,70 - 74 years,64.5
health,Good or very good health status,2017,Both sexes,75 years and over,61
health,Good or very good health status,2017,Male,All ages,83.4
health,Good or very good health status,2017,Male,15 - 19 years,91.3
health,Good or very good health status,2017,Male,20 - 24 years,93.2
health,Good or very good health status,2017,Male,25 - 29 years,94.8
health,Good or very good health status,2017,Male,30 - 34 years,87.2
health,Good or very good health status,2017,Male,35 - 39 years,92.6
health,Good or very good health status,2017,Male,40 - 44 years,89.7
health,Good or very good health status,2017,Male,45 - 49 years,90.5
health,Good or very good health status,2017,Male,50 - 54 years,81.7
health,Good or very good health status,2017,Male,55 - 59 years,76.7
health,Good or very good health status,2017,Male,60 - 64 years,70.3
health,Good or very good health status,2017,Male,65 - 69 years,71.4
health,Good or very good health status,2017,Male,70 - 74 years,58.1
health,Good or very good health status,2017,Male,75 years and over,60.4
health,Good or very good health status,2017,Female,All ages,84.8
health,Good or very good health status,2017,Female,15 - 19 years,94.5
health,Good or very good health status,2017,Female,20 - 24 years,91.7
health,Good or very good health status,2017,Female,25 - 29 years,88.5
health,Good or very good health status,2017,Female,30 - 34 years,92.5
health,Good or very good health status,2017,Female,35 - 39 years,91.1
health,Good or very good health status,2017,Female,40 - 44 years,89.8
health,Good or very good health status,2017,Female,45 - 49 years,85.8
health,Good or very good health status,2017,Female,50 - 54 years,85.9
health,Good or very good health status,2017,Female,55 - 59 years,82.4
health,Good or very good health status,2017,Female,60 - 64 years,76.6
health,Good or very good health status,2017,Female,65 - 69 years,74.6
health,Good or very good health status,2017,Female,70 - 74 years,70.5
health,Good or very good health status,2017,Female,75 years and over,61.4
health,Good or very good health status,2018,Both sexes,All ages,85
health,Good or very good health status,2018,Both sexes,15 - 19 years,95.9
health,Good or very good health status,2018,Both sexes,20 - 24 years,90.2
health,Good or very good health status,2018,Both sexes,25 - 29 years,91.4
health,Good or very good health status,2018,Both sexes,30 - 34 years,95.2
health,Good or very good health status,2018,Both sexes,35 - 39 years,89.6
health,Good or very good health status,2018,Both sexes,40 - 44 years,87.2
health,Good or very good health status,2018,Both sexes,45 - 49 years,91
health,Good or very good health status,2018,Both sexes,50 - 54 years,84.9
health,Good or very good health status,2018,Both sexes,55 - 59 years,79.2
health,Good or very good health status,2018,Both sexes,60 - 64 years,74.1
health,Good or very good health status,2018,Both sexes,65 - 69 years,75.8
health,Good or very good health status,2018,Both sexes,70 - 74 years,71.4
health,Good or very good health status,2018,Both sexes,75 years and over,62
health,Good or very good health status,2018,Male,All ages,83.9
health,Good or very good health status,2018,Male,15 - 19 years,95.5
health,Good or very good health status,2018,Male,20 - 24 years,90.2
health,Good or very good health status,2018,Male,25 - 29 years,90.7
health,Good or very good health status,2018,Male,30 - 34 years,95.1
health,Good or very good health status,2018,Male,35 - 39 years,89.1
health,Good or very good health status,2018,Male,40 - 44 years,86.1
health,Good or very good health status,2018,Male,45 - 49 years,90.7
health,Good or very good health status,2018,Male,50 - 54 years,83.1
health,Good or very good health status,2018,Male,55 - 59 years,75.5
health,Good or very good health status,2018,Male,60 - 64 years,69.8
health,Good or very good health status,2018,Male,65 - 69 years,73.6
health,Good or very good health status,2018,Male,70 - 74 years,67.4
health,Good or very good health status,2018,Male,75 years and over,62.3
health,Good or very good health status,2018,Female,All ages,86
health,Good or very good health status,2018,Female,15 - 19 years,96.2
health,Good or very good health status,2018,Female,20 - 24 years,90.2
health,Good or very good health status,2018,Female,25 - 29 years,92
health,Good or very good health status,2018,Female,30 - 34 years,95.4
health,Good or very good health status,2018,Female,35 - 39 years,90.1
health,Good or very good health status,2018,Female,40 - 44 years,88.3
health,Good or very good health status,2018,Female,45 - 49 years,91.3
health,Good or very good health status,2018,Female,50 - 54 years,86.7
health,Good or very good health status,2018,Female,55 - 59 years,83.2
health,Good or very good health status,2018,Female,60 - 64 years,78
health,Good or very good health status,2018,Female,65 - 69 years,77.9
health,Good or very good health status,2018,Female,70 - 74 years,74.8
health,Good or very good health status,2018,Female,75 years and over,61.8
health,Good or very good health status,2019,Both sexes,All ages,84.5
health,Good or very good health status,2019,Both sexes,15 - 19 years,93.7
health,Good or very good health status,2019,Both sexes,20 - 24 years,92
health,Good or very good health status,2019,Both sexes,25 - 29 years,91.8
health,Good or very good health status,2019,Both sexes,30 - 34 years,92.4
health,Good or very good health status,2019,Both sexes,35 - 39 years,92.5
health,Good or very good health status,2019,Both sexes,40 - 44 years,91.2
health,Good or very good health status,2019,Both sexes,45 - 49 years,85.9
health,Good or very good health status,2019,Both sexes,50 - 54 years,82.1
health,Good or very good health status,2019,Both sexes,55 - 59 years,78.9
health,Good or very good health status,2019,Both sexes,60 - 64 years,74.3
health,Good or very good health status,2019,Both sexes,65 - 69 years,76.4
health,Good or very good health status,2019,Both sexes,70 - 74 years,70.5
health,Good or very good health status,2019,Both sexes,75 years and over,62.3
health,Good or very good health status,2019,Male,All ages,84.6
health,Good or very good health status,2019,Male,15 - 19 years,94.1
health,Good or very good health status,2019,Male,20 - 24 years,92.9
health,Good or very good health status,2019,Male,25 - 29 years,91.8
health,Good or very good health status,2019,Male,30 - 34 years,92.9
health,Good or very good health status,2019,Male,35 - 39 years,93.2
health,Good or very good health status,2019,Male,40 - 44 years,93.9
health,Good or very good health status,2019,Male,45 - 49 years,85.8
health,Good or very good health status,2019,Male,50 - 54 years,83.5
health,Good or very good health status,2019,Male,55 - 59 years,75.5
health,Good or very good health status,2019,Male,60 - 64 years,72.9
health,Good or very good health status,2019,Male,65 - 69 years,70.8
health,Good or very good health status,2019,Male,70 - 74 years,70.5
health,Good or very good health status,2019,Male,75 years and over,60.4
health,Good or very good health status,2019,Female,All ages,84.5
health,Good or very good health status,2019,Female,15 - 19 years,93.2
health,Good or very good health status,2019,Female,20 - 24 years,91.3
health,Good or very good health status,2019,Female,25 - 29 years,91.8
health,Good or very good health status,2019,Female,30 - 34 years,92
health,Good or very good health status,2019,Female,35 - 39 years,91.7
health,Good or very good health status,2019,Female,40 - 44 years,88.9
health,Good or very good health status,2019,Female,45 - 49 years,85.9
health,Good or very good health status,2019,Female,50 - 54 years,80.8
health,Good or very good health status,2019,Female,55 - 59 years,82.5
health,Good or very good health status,2019,Female,60 - 64 years,75.7
health,Good or very good health status,2019,Female,65 - 69 years,81
health,Good or very good health status,2019,Female,70 - 74 years,70.5
health,Good or very good health status,2019,Female,75 years and over,64.1
health,Good or very good health status,2021,Both sexes,All ages,84
health,Good or very good health status,2021,Both sexes,15 - 19 years,89.9
health,Good or very good health status,2021,Both sexes,20 - 24 years,90.5
health,Good or very good health status,2021,Both sexes,25 - 29 years,93.2
health,Good or very good health status,2021,Both sexes,30 - 34 years,92.9
health,Good or very good health status,2021,Both sexes,35 - 39 years,89.9
health,Good or very good health status,2021,Both sexes,40 - 44 years,88.8
health,Good or very good health status,2021,Both sexes,45 - 49 years,84
health,Good or very good health status,2021,Both sexes,50 - 54 years,80.9
health,Good or very good health status,2021,Both sexes,55 - 59 years,78.3
health,Good or very good health status,2021,Both sexes,60 - 64 years,72
health,Good or very good health status,2021,Both sexes,65 - 69 years,73.9
health,Good or very good health status,2021,Both sexes,70 - 74 years,74.2
health,Good or very good health status,2021,Both sexes,75 years and over,68.8
health,Good or very good health status,2021,Male,All ages,83.7
health,Good or very good health status,2021,Male,15 - 19 years,89.1
health,Good or very good health status,2021,Male,20 - 24 years,88.8
health,Good or very good health status,2021,Male,25 - 29 years,93.8
health,Good or very good health status,2021,Male,30 - 34 years,92.4
health,Good or very good health status,2021,Male,35 - 39 years,88.8
health,Good or very good health status,2021,Male,40 - 44 years,89.1
health,Good or very good health status,2021,Male,45 - 49 years,82.8
health,Good or very good health status,2021,Male,50 - 54 years,79.8
health,Good or very good health status,2021,Male,55 - 59 years,78.5
health,Good or very good health status,2021,Male,60 - 64 years,71.5
health,Good or very good health status,2021,Male,65 - 69 years,78.1
health,Good or very good health status,2021,Male,70 - 74 years,72.9
health,Good or very good health status,2021,Male,75 years and over,68.2
health,Good or very good health status,2021,Female,All ages,84.3
health,Good or very good health status,2021,Female,15 - 19 years,90.8
health,Good or very good health status,2021,Female,20 - 24 years,92.2
health,Good or very good health status,2021,Female,25 - 29 years,92.6
health,Good or very good health status,2021,Female,30 - 34 years,93.4
health,Good or very good health status,2021,Female,35 - 39 years,90.9
health,Good or very good health status,2021,Female,40 - 44 years,88.6
health,Good or very good health status,2021,Female,45 - 49 years,85.2
health,Good or very good health status,2021,Female,50 - 54 years,82.1
health,Good or very good health status,2021,Female,55 - 59 years,78.1
health,Good or very good health status,2021,Female,60 - 64 years,72.5
health,Good or very good health status,2021,Female,65 - 69 years,70.7
health,Good or very good health status,2021,Female,70 - 74 years,75.2
health,Good or very good health status,2021,Female,75 years and over,69.4
health,Good or very good health status,2022,Both sexes,All ages,81.7
health,Good or very good health status,2022,Both sexes,15 - 19 years,93.5
health,Good or very good health status,2022,Both sexes,20 - 24 years,90.5
health,Good or very good health status,2022,Both sexes,25 - 29 years,86.1
health,Good or very good health status,2022,Both sexes,30 - 34 years,90.9
health,Good or very good health status,2022,Both sexes,35 - 39 years,87.9
health,Good or very good health status,2022,Both sexes,40 - 44 years,88.3
health,Good or very good health status,2022,Both sexes,45 - 49 years,81.2
health,Good or very good health status,2022,Both sexes,50 - 54 years,80.5
health,Good or very good health status,2022,Both sexes,55 - 59 years,75.7
health,Good or very good health status,2022,Both sexes,60 - 64 years,73.9
health,Good or very good health status,2022,Both sexes,65 - 69 years,72.2
health,Good or very good health status,2022,Both sexes,70 - 74 years,64.9
health,Good or very good health status,2022,Both sexes,75 years and over,64
health,Good or very good health status,2022,Male,All ages,82.7
health,Good or very good health status,2022,Male,15 - 19 years,93.9
health,Good or very good health status,2022,Male,20 - 24 years,91.8
health,Good or very good health status,2022,Male,25 - 29 years,86.4
health,Good or very good health status,2022,Male,30 - 34 years,91.3
health,Good or very good health status,2022,Male,35 - 39 years,86.4
health,Good or very good health status,2022,Male,40 - 44 years,87.5
health,Good or very good health status,2022,Male,45 - 49 years,82.9
health,Good or very good health status,2022,Male,50 - 54 years,80.3
health,Good or very good health status,2022,Male,55 - 59 years,74.5
health,Good or very good health status,2022,Male,60 - 64 years,74.3
health,Good or very good health status,2022,Male,65 - 69 years,74.5
health,Good or very good health status,2022,Male,70 - 74 years,68.2
health,Good or very good health status,2022,Male,75 years and over,70.4
health,Good or very good health status,2022,Female,All ages,80.9
health,Good or very good health status,2022,Female,15 - 19 years,92.9
health,Good or very good health status,2022,Female,20 - 24 years,89.3
health,Good or very good health status,2022,Female,25 - 29 years,85.8
health,Good or very good health status,2022,Female,30 - 34 years,90.7
health,Good or very good health status,2022,Female,35 - 39 years,89.1
health,Good or very good health status,2022,Female,40 - 44 years,89.3
health,Good or very good health status,2022,Female,45 - 49 years,79.7
health,Good or very good health status,2022,Female,50 - 54 years,80.8
health,Good or very good health status,2022,Female,55 - 59 years,77.2
health,Good or very good health status,2022,Female,60 - 64 years,73.6
health,Good or very good health status,2022,Female,65 - 69 years,70
health,Good or very good health status,2022,Female,70 - 74 years,62.2
health,Good or very good health status,2022,Female,75 years and over,58
health,Good or very good health status,2023,Both sexes,All ages,79.9
health,Good or very good health status,2023,Both sexes,15 - 19 years,86.3
health,Good or very good health status,2023,Both sexes,20 - 24 years,90.1
health,Good or very good health status,2023,Both sexes,25 - 29 years,89.9
health,Good or very good health status,2023,Both sexes,30 - 34 years,87.8
health,Good or very good health status,2023,Both sexes,35 - 39 years,88.7
health,Good or very good health status,2023,Both sexes,40 - 44 years,84.7
health,Good or very good health status,2023,Both sexes,45 - 49 years,83.3
health,Good or very good health status,2023,Both sexes,50 - 54 years,74.7
health,Good or very good health status,2023,Both sexes,55 - 59 years,69.1
health,Good or very good health status,2023,Both sexes,60 - 64 years,67.7
health,Good or very good health status,2023,Both sexes,65 - 69 years,68.4
health,Good or very good health status,2023,Both sexes,70 - 74 years,73.5
health,Good or very good health status,2023,Both sexes,75 years and over,65
health,Good or very good health status,2023,Male,All ages,81.3
health,Good or very good health status,2023,Male,15 - 19 years,96.1
health,Good or very good health status,2023,Male,20 - 24 years,90.7
health,Good or very good health status,2023,Male,25 - 29 years,91.8
health,Good or very good health status,2023,Male,30 - 34 years,89.4
health,Good or very good health status,2023,Male,35 - 39 years,89
health,Good or very good health status,2023,Male,40 - 44 years,82.3
health,Good or very good health status,2023,Male,45 - 49 years,85.2
health,Good or very good health status,2023,Male,50 - 54 years,75.5
health,Good or very good health status,2023,Male,55 - 59 years,70
health,Good or very good health status,2023,Male,60 - 64 years,71.5
health,Good or very good health status,2023,Male,65 - 69 years,66.2
health,Good or very good health status,2023,Male,70 - 74 years,73.5
health,Good or very good health status,2023,Male,75 years and over,67.2
health,Good or very good health status,2023,Female,All ages,78.6
health,Good or very good health status,2023,Female,15 - 19 years,75.7
health,Good or very good health status,2023,Female,20 - 24 years,89.7
health,Good or very good health status,2023,Female,25 - 29 years,88
health,Good or very good health status,2023,Female,30 - 34 years,86.3
health,Good or very good health status,2023,Female,35 - 39 years,88.4
health,Good or very good health status,2023,Female,40 - 44 years,86.9
health,Good or very good health status,2023,Female,45 - 49 years,81.4
health,Good or very good health status,2023,Female,50 - 54 years,73.9
health,Good or very good health status,2023,Female,55 - 59 years,68.3
health,Good or very good health status,2023,Female,60 - 64 years,63.9
health,Good or very good health status,2023,Female,65 - 69 years,70.4
health,Good or very good health status,2023,Female,70 - 74 years,73.5
health,Good or very good health status,2023,Female,75 years and over,63.2
health,Good or very good health status,2024,Both sexes,All ages,80.6
health,Good or very good health status,2024,Both sexes,15 - 19 years,93.1
health,Good or very good health status,2024,Both sexes,20 - 24 years,87.2
health,Good or very good health status,2024,Both sexes,25 - 29 years,89.5
health,Good or very good health status,2024,Both sexes,30 - 34 years,91
health,Good or very good health status,2024,Both sexes,35 - 39 years,86.4
health,Good or very good health status,2024,Both sexes,40 - 44 years,84.4
health,Good or very good health status,2024,Both sexes,45 - 49 years,80
health,Good or very good health status,2024,Both sexes,50 - 54 years,78.5
health,Good or very good health status,2024,Both sexes,55 - 59 years,70.6
health,Good or very good health status,2024,Both sexes,60 - 64 years,73.7
health,Good or very good health status,2024,Both sexes,65 - 69 years,73.1
health,Good or very good health status,2024,Both sexes,70 - 74 years,66
health,Good or very good health status,2024,Both sexes,75 years and over,67.7
health,Good or very good health status,2024,Male,All ages,80.7
health,Good or very good health status,2024,Male,15 - 19 years,91.6
health,Good or very good health status,2024,Male,20 - 24 years,88.1
health,Good or very good health status,2024,Male,25 - 29 years,91.3
health,Good or very good health status,2024,Male,30 - 34 years,92
health,Good or very good health status,2024,Male,35 - 39 years,84.9
health,Good or very good health status,2024,Male,40 - 44 years,81.8
health,Good or very good health status,2024,Male,45 - 49 years,83.8
health,Good or very good health status,2024,Male,50 - 54 years,78.1
health,Good or very good health status,2024,Male,55 - 59 years,71.2
health,Good or very good health status,2024,Male,60 - 64 years,70.9
health,Good or very good health status,2024,Male,65 - 69 years,74.2
health,Good or very good health status,2024,Male,70 - 74 years,65.6
health,Good or very good health status,2024,Male,75 years and over,66.7
health,Good or very good health status,2024,Female,All ages,80.6
health,Good or very good health status,2024,Female,15 - 19 years,94.9
health,Good or very good health status,2024,Female,20 - 24 years,86.3
health,Good or very good health status,2024,Female,25 - 29 years,87.8
health,Good or very good health status,2024,Female,30 - 34 years,89.9
health,Good or very good health status,2024,Female,35 - 39 years,87.8
health,Good or very good health status,2024,Female,40 - 44 years,86.9
health,Good or very good health status,2024,Female,45 - 49 years,76.3
health,Good or very good health status,2024,Female,50 - 54 years,78.9
health,Good or very good health status,2024,Female,55 - 59 years,70.1
health,Good or very good health status,2024,Female,60 - 64 years,76.4
health,Good or very good health status,2024,Female,65 - 69 years,72.2
health,Good or very good health status,2024,Female,70 - 74 years,66.5
health,Good or very good health status,2024,Female,75 years and over,68.6
health,Good or very good health status,2025,Both sexes,All ages,81.8
health,Good or very good health status,2025,Both sexes,15 - 19 years,91.8
health,Good or very good health status,2025,Both sexes,20 - 24 years,92.4
health,Good or very good health status,2025,Both sexes,25 - 29 years,89.5
health,Good or very good health status,2025,Both sexes,30 - 34 years,89.8
health,Good or very good health status,2025,Both sexes,35 - 39 years,88.5
health,Good or very good health status,2025,Both sexes,40 - 44 years,83.6
health,Good or very good health status,2025,Both sexes,45 - 49 years,83.3
health,Good or very good health status,2025,Both sexes,50 - 54 years,80.2
health,Good or very good health status,2025,Both sexes,55 - 59 years,74.5
health,Good or very good health status,2025,Both sexes,60 - 64 years,70.4
health,Good or very good health status,2025,Both sexes,65 - 69 years,70.5
health,Good or very good health status,2025,Both sexes,70 - 74 years,72.5
health,Good or very good health status,2025,Both sexes,75 years and over,69.1
health,Good or very good health status,2025,Male,All ages,82.3
health,Good or very good health status,2025,Male,15 - 19 years,88.8
health,Good or very good health status,2025,Male,20 - 24 years,92.5
health,Good or very good health status,2025,Male,25 - 29 years,88.9
health,Good or very good health status,2025,Male,30 - 34 years,89
health,Good or very good health status,2025,Male,35 - 39 years,86.4
health,Good or very good health status,2025,Male,40 - 44 years,83.4
health,Good or very good health status,2025,Male,45 - 49 years,83.8
health,Good or very good health status,2025,Male,50 - 54 years,81.2
health,Good or very good health status,2025,Male,55 - 59 years,74
health,Good or very good health status,2025,Male,60 - 64 years,73.8
health,Good or very good health status,2025,Male,65 - 69 years,73
health,Good or very good health status,2025,Male,70 - 74 years,72.1
health,Good or very good health status,2025,Male,75 years and over,72.3
health,Good or very good health status,2025,Female,All ages,81.4
health,Good or very good health status,2025,Female,15 - 19 years,94.8
health,Good or very good health status,2025,Female,20 - 24 years,92.3
health,Good or very good health status,2025,Female,25 - 29 years,90.1
health,Good or very good health status,2025,Female,30 - 34 years,90.4
health,Good or very good health status,2025,Female,35 - 39 years,90.5
health,Good or very good health status,2025,Female,40 - 44 years,83.7
health,Good or very good health status,2025,Female,45 - 49 years,82.8
health,Good or very good health status,2025,Female,50 - 54 years,79.3
health,Good or very good health status,2025,Female,55 - 59 years,74.9
health,Good or very good health status,2025,Female,60 - 64 years,67.1
health,Good or very good health status,2025,Female,65 - 69 years,68.5
